event_name,event_location,event_content,participant,event_date,event_time
臺灣國際蘭展,臺灣蘭花生物科技園區,一年一度的臺灣國際蘭展自民國94年（西元2005年）創辦至今，每年於臺南市後壁區臺灣蘭花生物科技園區舉辦，並已成為國際花卉界年度盛事，地位與「東京蘭展」、「世界蘭展」相當，並列為三大國際蘭展。臺灣國際蘭展每年皆規劃不同主題，逐年創造話題吸引數十萬民眾前往觀賞，舉辦宗旨為促進臺灣蘭花產業發展，並藉由蘭花展示、佈景、運用及結合文創、生物科技等產品，提升民眾賞花興趣，進而帶動花卉消費習慣，促進國際交流並維持蘭花產業永續經營。,,2022/3/26,03:55
高雄內門宋江陣,內門順賢宮,高雄內門宋江陣自民國90年（西元2001年）起開始舉辦，由高雄市政府及內門三大廟宇共同辦理，結合民俗藝陣、地方節慶、觀光旅遊、產業經濟等元素，將原屬地方廟會活動擴大為融合表演藝術、宗教信仰與在地文化底蘊的在地嘉年華，係內門、旗山區一年一度宗教暨文化慶典盛事。,,2022/3/26,06:13
宜蘭綠色博覽會,冬山河生態綠舟,宜蘭綠色博覽會於民國89年（西元2000年）創辦，初期以綠色生活、生態保育和友善農業作為活動主軸，透過主題概念展覽、戶外教學與遊憩娛樂，傳達對釉綠稻田、蒼鬱林木、山海湖河生態等環境友善觀念，形成一種宜蘭式的綠色悠遊底蘊。經過20多年演變，積累無數對綠色生活的嚮往與實踐，融合文化藝術展演，創造園藝花卉地景，紮根環保生態教育，扶植農漁業產業轉型升級，帶動觀光休閒旅宿人潮與地方繁盛發展，綠博在全國眾多主題節慶活動中獨樹一幟，是宜蘭縣春季著名的大型環境教育旗艦活動。,,2022/4/19,08:14
臺灣國際熱氣球嘉年華,鹿野高台,自民國100年（西元2011年）開辦熱氣球嘉年華以來，開啟了臺灣空域休閒遊憩活動的新契機，臺灣國際熱氣球嘉年華已經成為最令人期待的夏日盛宴之一，活動更是年年挑戰紀錄，舉辦時間更長、規模更大，民國107年（西元2018年）更獲知名旅遊頻道（Travel Channel）入選世界12處令人驚豔的熱氣球節，熱氣球嘉年華每年於暑假熱鬧登場，除了可飽覽花東縱谷之美的熱氣球自由飛行及繫留體驗外，還可以享受以不同地景特色為景的熱氣球光雕音樂會，欣賞世界各國的造型熱氣球在藍天綠地下爭奇鬥艷。熱氣球嘉年華每年都會邀請各國吸睛造型球來參加活動，世界當紅的明星造型球如：米奇、小小兵、海綿寶寶、憤怒鳥&hellip;等皆受邀來過臺灣，只要天氣許可，遊客可以欣賞熱氣球開展、噴火、膨脹與立球的整個過程，而在立球完成後也會開放近距離合影留念。,,2022/7/28,11:19
臺灣國際衝浪公開賽,金樽遊憩區,臺灣四面環海，擁有豐沛的海洋資源，其中臺東擁有全國最長176公里海岸線，在東北季風吹拂下，助長東河、金樽一帶浪勢，尤其金樽得天獨厚地形、風向與水質，成為全臺灣難得衝浪首選之地。臺東是臺灣唯一列入ASC和WSL的國際衝浪場地，自民國100年（西元2011年）舉辦以來，以國際標準最高規格及裁判群為目標，屢次吸引超過10個國家選手前來參與。透過衝浪運動，行銷水域運動，並且推廣台灣秋冬季節的另類玩法。藉由建立衝浪意象主題，辦理遊客深度活動體驗，豐富肢體體驗、腦力知識、互動為設計主軸，深化旅客水域衝浪體驗，遊客可以到活動現場親自欣賞國際選手的表演及國內好手競賽英姿，並到臺東的衝浪店體驗衝浪相關周邊活動，如直立單槳（SUP）、獨木舟&hellip;等非動力水域體驗活動，將臺東秋冬衝浪意象深植人心。透過衝浪賽事的行銷宣傳，讓國內外更有機會認識臺灣東海岸另一種風情，將臺東打造成為更富有熱情活力的國際衝浪聖地。,,2022/11/12,03:46
金門中秋博狀元餅,清金門鎮總兵署,中秋博狀元餅活動在金門地區已是三百多年歷史的民俗文化活動，以科舉進程及追求人上人為博狀元餅遊戲之寄寓發展，透過遊戲普及民間。亦藉由此活動，吸引國際觀光客一起來金門體驗閩鄉傳統民俗之趣味，每年都能吸引到近千名國外旅客蒞臨金門旅遊。,,2022/8/12,09:16
澎湖國際海上花火節,觀音亭親水遊憩區,澎湖國際海上花火節於觀音亭園區施放，美麗的煙火與得天獨厚的海灣環境、浪漫的西瀛虹橋相得益彰，由於煙火施放地點與觀眾觀賞區只有約300公尺距離，遊客可以近距離欣賞煙火，高空煙火在海上夜空中震撼演出，仿佛就在你眼前觸手可及，獨特的臨場震撼感，為澎湖國際海上花火節最吸引人的地方，相較於其他縣市觀光花火活動，非常具有產品獨特性。除了炫麗煙火外，舞台活動則邀請許多知名藝人及在地表演團體輪番精采演出，加上觀賞區腹地寬廣、無須擔憂交通阻塞等問題，遊客可盡情沉沁在悠閒浪漫的氛圍中。澎湖旅遊資源豐富，除了美麗的自然景觀及多元文化的體驗，還可品嚐當令肥美的海鮮美食，夜晚可欣賞澎湖國際海上花火節璀燦的煙火在星空下的熱情與浪漫。,,2022/5/11,04:34
臺北時裝週,臺北表演藝術中心,為扶植時尚產業創新發展及提升我國時尚產業國際能見度與形象，共同推動時尚產業與影視音、藝術等產業跨界合作，進而打造臺灣成為亞洲時尚樞紐，文化部於民國107年（西元2018年）起辦理國家級時裝週，希將臺灣時尚產業推上國際舞臺，期建立屬於臺灣之時尚產業交流平臺，讓「臺北時裝週」成為亞洲或甚至全球指標性時裝週。,,2022/6/29,11:21
臺灣文化創意設計博覽會,高雄流行音樂中心,臺灣文博會於民國99年（西元2010年）首辦，至今無論於參展單位、參與國家數、觀展人次及所帶動的產業效益等，皆已有倍數之成長，已成為亞洲最具規模的文創展會之一。每年臺灣文博會透過議題式策展，引領社會大眾、文創產業從業者進行文化思考與對話外，還有各式文創設計品牌、圖像授權IP齊聚，辦理如新品發表、粉絲見面會等活動，呈現臺灣文創軟實力。,,2022/8/5,06:34
台北國際書展,台北世界貿易中心展覽一館,書籍為民族文化積累的結晶，「台北國際書展」為台灣出版產業年度盛事，兼具閱讀推廣、國際交流、出版專業等功能，於台灣尊重言論及重視出版自由的社會氛圍形塑下，台北國際書展可說是華文世界最多元、最自由的書展。台北國際書展將於111年邁入第30屆，自2015年起獲選入交通部觀光局「台灣觀光年曆」，每年台北國際書展以各種不同主題，帶領民眾進入閱讀的領域。並由各國輪流擔任書展主題國，並邀請各國出版社參加書展，使不同文化在書展會場中交流互動。自2017年起，本部推動延長開展時間、延伸閱讀場域、改造展場氛圍、強化出版專業，並降低場租費用等措施，加速台北國際書展轉型成一閱讀體驗場域，促進作者與讀者間互動，讓參觀台北國際書展不僅為單純的購書場合，更是知識與文化交流的最佳場域。,,2022/6/5,07:44
西藏文化藝術節,臺灣戲曲中心,為展現臺灣是多元族群、多元文化的國家，文化部每年舉辦以「西藏文化藝術節」為主題之系列活動，以促進文化扎根，擴大民間參與，結合公私部門、學術界、藝文界及廣大社會群體之能量，透過創新、靈活之思維推出各項措施，期建立多元民族文化藝術傳承及發展對話交流平臺，創造具國際性、獨特性、永續性之臺灣特色的西藏文化嘉年華。,,2022/9/6,05:29
 TIFA台灣國際藝術節,國家兩廳院,台灣國際藝術節（Taiwan International Festival of Arts，簡稱TIFA）為台灣一年一度最重要的藝術節慶、亞洲最具亮點的藝文盛會。國家表演藝術中心轄下國家兩廳院、臺中國家歌劇院、衛武營國家藝術文化中心共同舉辦，串連台灣北、中、南三大國家劇場，各自發展主題特色，透過藝術的舞台與世界同步，讓國內的觀眾放眼世界潮流，更將台灣的藝術能量穿透國際。TIFA不僅是國際藝術家匯聚交流的舞台，更是精采紛呈、讓觀眾每一年都引頸期盼的藝術慶典。,,2022/4/9,02:55
 Art Taipei 台北國際藝術博覽會,台北世界貿易中心展覽一館,ART TAIPEI 台北國際藝術博覽會，每年透過邀請海內外畫廊的參展，帶來許多國際藝壇的重要作品，增進海內外藝術交流，並且推廣藝術生活和全民收藏。ART TAIPEI 台北國際藝術博覽會已是各畫廊和亞洲地區重要收藏家、畫廊、媒體互動的重要管道。有鑑於此，畫廊協會將會抱持著對藝術熱愛的精神，持續為臺灣藝術產業努力，不僅提供藝術家與藝術市場創造平台，更協助亞洲畫廊與國際畫廊多元交流。,,2022/10/22,02:57
客家桐花祭,暖暖東勢坑產業步道,客家桐花祭，以祭、生活美學（創作、表演、生活型態演示）、旅遊（桐花步道、小旅行、旅遊攻略）、產業（地方品牌-農產加工、手工藝品）及行銷（製作資源中心、季節紀念產品、桐花氣象、桐花祭夥伴）等五大面向轉型辦理，輔以生活美學演示形塑客庄小旅行品牌，並透過整體行銷，讓客家文化的美從生活中體現，讓旅人在桐花盛開的時節，自由行尞遶山花，回歸桐花祭初衷。客委會為持續推廣桐花小旅行活動，特建置IOT桐花監測設備，透過蒐集地區濕度、雨量、風向、風速、日照等相關環境數據，記錄桐花生長狀況，經比對歷史開花資料建構桐花開花預測模型，並結合中央氣象局、農委會林務局網站共同露出桐花花況資訊，以利民眾取得即時花況提前安排行程；桐花季節之開花資訊請見桐花花況預測平台。,,2022/5/15,05:43
東海岸大地藝術節暨月光・海音樂會,東部海岸國家風景區管理處轄區,東海岸大地藝術節（TECLandArt Festival）是交通部觀光局東部海岸國家風景管理處於2015年開始委託專業承辦，沿著台灣東海岸各地舉辦的藝術活動，內容包括邀請藝術家駐地創作大型戶外作品，並設置在東海岸沿途風景區，稱之為「駐地創作營」。除此之外，還有沿著台11線公路開放藝術工作室、藝術市集、音樂會等，是一個以東部海岸線區域的自然環境、部落生活、棲息居住、旅行壯遊為主題的藝術節。東部海岸壯闊自然，有時優美有時狂野，有時神秘有時開放，生活在其中的人們，寂靜而自然，樸素而自由，本藝術節透過駐地創作、藝術品設置、藝術活動、完善的旅行設施，讓觀光者在公共場所中找到情境涉入與幸福感之關係，繼而產生夢想的在地生根。月光．海音樂會場次：    6/21（二）夏至島歌        7/14（日）吹過島嶼的歌    7/15（五）島影浪花（售票場次）    8/13（六）島洋婆娑    8/14（日）眾島琴音    9/10（六）島國熱浪    9/11（日）島洋眾樂    9/12（一）眾島之洋,,2022/7/18,03:19
菊島澎湖跨海馬拉松,西嶼西臺遊客中心,旅跑熱潮開始延燒吹動離島賽事崛起，也將成為馬拉松融入「運動觀光」及「旅跑概念」，醞釀而成為新賽點及新亮點。臺灣本島因可供舉辦馬拉松的場域有限，各縣市路跑賽事的路權取得不容易，許多賽事也多規劃為折返跑路線，唯獨澎湖國家風景區管理處所籌辦之菊島澎湖跨海馬拉松，是堪稱為外島首創的A-B點不折返、跳島、不繞圈的賽道，此賽道已於2018年取得中華民國田徑協會之國際田徑總會「IAAF/AIMS國際賽道認證」，搭配賽道沿線設置之特色美食補給及創意啦啦隊，讓跑友們更能全程以一步一腳印的方式，完整、深入體驗澎湖之美。,,2022/11/6,12:00
野柳石光-夜訪女王,野柳地質公園,野柳地質公園因獨特地質景觀與優質遊憩品質享譽國際，每年吸引大量國際旅客到訪，更受到國際媒體相繼報導，美國CNN曾譽為媲美太空以及獲選亞洲十大熱門打卡點。此外「2020野柳石光-夜訪女王」活動於岩壁播放「野柳異想樂園」動畫片榮獲2021德國柏林旅展（ITB）觀光多媒體金城門獎生態旅遊類五顆星首獎殊榮，再次將野柳地質公園推行於國際舞台。「野柳石光-夜訪女王」以夜間觀賞奇石地景，營造野柳夜間浪漫光環境為活動主軸，規劃具主題故事之光影互動及特效，搭配日間藝文表演、環境教育、地景保育課程等系列活動，結合周邊產業共同參與，形塑活動獨一無二與永續的價值，帶動野柳周邊觀光產值。活動藉由各種管道宣傳，並邀請國際地質公園成員共同參與，將活動推廣至國際旅遊市場，增加活動知名度亦深化野柳地質公園的國際品牌價值與無可取代的旅遊地意象。,,2022/4/22,04:10
鷹揚八卦-八卦山賞鷹活動,八卦山脈生態遊客中心,每年到了春天，灰面鵟鷹就會在三月到四月期間，由度冬地北返過境八卦山，中部地區民眾稱為「南路鷹」或「清明鳥」，為了長期守護灰面鵟鷹，彰化縣野鳥學會與熱情的夥伴們，取其灰面鵟「鷹」振翅飛「揚」於「八卦」山之意，特訂活動名稱為「鷹揚八卦」。,,2022/5/17,11:03
日月潭Come!BikeDay花火音樂嘉年華,水社碼頭,日月潭花火音樂嘉年華系列活動自民國97年（西元2008年）起舉辦，從初期的煙火、交響樂、鼓樂、舞蹈、藝文展覽，逐漸導入自行車、馬拉松、定向越野、紅茶產業文化、集團結婚、公益活動等多元題材，發展為一系列之高品質戶外展演及觀光活動，多年來深獲各界好評，並為日月潭嘉年華系列活動奠定深刻之「藝文表演」與「運動休閒」品牌旅遊印象。日月潭花火音樂嘉年華系列活動將持續以音樂藝術、運動休閒、在地產業文化等活動特色與傳統為主軸，延續「Come!BikeDay自行車」及「大型戶外花火音樂會」活動雙核心亮點，以創新發展豐富各場次活動主題與內容，並持續強化與其他公私部門合作，引入民間企業、團體之資源，加強國際交流行銷推廣合作等，以吸引更多國內外旅客到訪，並帶給遊客全新旅遊體驗與深刻印象，更為台灣整體觀光產業發展進一步創造效益。,,2022/10/9,11:35
阿里山神木下婚禮,阿里山國家森林遊樂區-香林神木,「阿里山神木下婚禮」除聚焦主活動及貳部曲「阿里山星光下婚禮」，也將阿里山的美景、雋永的森林鐵路、千年屹立不搖的神木、傳統的鄒族文化及多元的在地產業推向國際舞台，打造戀人至阿里山約會、婚拍及蜜月的難忘浪漫回憶，吸引國內外旅客至阿里山體驗浪漫之旅。    星光下婚禮：3/13~14    神木下婚禮：10/30~31,,2022/4/16,07:18
鯤鯓王平安鹽祭,南鯤鯓代天府,雲嘉南濱海區域內擁有臺灣獨特之鹽業歷史風光，以及廣大的沙洲、潟湖以及溼地景觀，而早期西南沿海地帶，共有七個袖珍島嶼（即當今的沙洲），形狀如同七隻浮身海面的鯨魚（鯤即鯨魚、大魚之意）故得名「鯤鯓」。因此將本地沙洲景觀、結合當地傳統「王爺信仰」，並以獨特的「鹽」文化作為活動主題，辦理「鯤鯓王平安鹽祭」，活動內容包含請鹽儀式、祈福法會、開幕儀式、平安鹽袋發放、博杯挑戰賽、伴手禮展售、中英文免費廟宇導覽解說、返本還鹽儀式等。藉由此活動讓國內外的遊客更了解臺灣當地民俗信仰、鹽業文化。,,2022/11/11,01:26
雙年賞蝶,茂林生態公園,茂林國家風景區位於高屏山區，長久以「紫蝶幽谷」特殊景象聞名國內外，亦為綠色米其林指南推薦三星生態景點。「雙年賞蝶」是每年11月開始至隔年3月在茂林國家風景區的重頭戲，此時，會有成千上萬的紫斑蝶遠渡重洋，來到此地棲息。茂林國家風景區最引以為傲的就是擁有世界上僅有的二大規模越冬蝶谷之一。紫斑蝶為罕見越冬型蝴蝶，每年冬季時，上百萬隻紫斑蝶便會集中遷往大武山麓的山谷躲避寒冬，形成壯觀的「紫蝶幽谷」生態現象。全球各地的遊客到茂林體驗世界級紫斑蝶環繞飛舞的壯觀場景，都給予本活動廣大好評與回響。,,2023/1/25,11:27
大鵬灣帆船生活節,濱灣碼頭,系列活動規劃了多元水域活動體驗及賽事，包含風帆橫渡小琉球全國錦標賽暨繞灣賽、獨木舟趣味競賽、龍舟賽、立式划槳比賽、水上摩托車比賽、創意環保船比賽、遊艇活動推廣暨周邊產業商品展、美食特展；整合當地觀光產業推出小鎮漫遊行程、套裝商品等，提供遊客方便旅遊安排旅遊行程，深度體驗大鵬灣海洋風情、美食文化。,,2022/4/15,10:42
台灣燈會,衛武營展區,※2023台灣燈會在台北(2023/2/5~2/19) 敬請期待台灣燈會影音專區 交通部觀光局為能將臺灣觀光旅遊形象推廣到世界，以吸引更多國外旅客來臺旅遊，並提昇旅遊觀光外匯收入，以「民俗文化根、傳統國際化」的理念來辦理台灣燈會。元宵節提燈籠原本是傳統的民俗活動，在融合本土風情及新科技後，台灣燈會更打造出國際級觀光盛會的氣勢，不但主燈展演美不勝收，國內外民俗團體的精采獻藝，以及一波波表演團隊之熱絡表演，使得來臺參加台灣燈會的國外嘉賓及旅客都讚聲連連。民國96年（西元2007年）間美國Discovery節目製作人來臺參訪台灣燈會元宵活動，經該節目評估，台灣燈會已具世界級水準，值得向全世界推薦，因而將其評選為「全球最佳慶典活動」之一，邀請拍攝團隊特地來記錄，並製作了長達1個小時的系列節目於全球播放，向全球推薦台灣燈會的璀璨魅力。「台灣燈會」以融入「越傳統、越創新」概念規劃，結合傳統花燈藝術與跨界藝術及科技，擴大工藝及藝術家參與的創新運作模式，使燈會成為國內外工藝、藝術家及燈 藝師展現藝術創作作品的場域，提供遊客與燈會的互動新體驗，使傳統花燈製作技藝獲得傳承，並融入創意、創新元素，讓傳統與現代交互激盪，豐富民俗傳統節慶文化內涵，開創華人世界獨一無二的元宵特色活動。            愛河灣展區及衛武營展區地方燈區：2/1-2/28        衛武營展區中央燈區：2/15-2/28,,2022/2/19,06:09
台灣美食展,台北世界貿易中心展覽一館,台灣美食展，從早期單純的食材與料理，擴展為食器、文化與飲食氛圍，食藝文化結合名廚料理、各地特產食材結合成在地美食，風格愈來愈多樣，更帶入臺灣美食國際化領域。除了色香味美的菜色，也有動態十足的廚藝競賽，遠從各國慕名參賽的名廚讓美食展更顯國際化。,,2022/8/5,12:53
台灣仲夏旅遊節,馬沙溝濱海遊憩區,仲夏節是夏至來臨時的慶祝活動，在北歐是一個重要的節日。台灣自2014年開始推廣夏季旅遊活動，從2014年起的「台灣夏至235」，延續到2019年「寶島仲夏節」，台灣夏季旅遊特色已經逐漸受到重視。為了因應疫後民眾旅遊觀念與消費習慣的改變，交通部觀光局延續推廣仲夏旅遊的宗旨，重新盤整全台夏季旅遊資源，重塑活動品牌為【台灣仲夏旅遊節】，今年活動以「清涼」、「消暑」、「涼品」為活動主軸，串聯整合台灣13個國家風景區與14個縣市共27項夏日特色旅遊活動，並與產業跨界結盟合作，以更全面和多元的主題，讓民眾感受台灣夏季的旅遊魅力，期許能捲動台灣夏季觀光熱潮，帶動周邊產業發展，型塑台灣夏日節慶活動新品牌。更多詳細活動訊息：台灣仲夏旅遊節專區,,2022/7/12,07:08
台灣好湯-溫泉美食嘉年華,新北投溫泉區,時序逐漸進入冬天，也正式宣告臺灣已進入溫泉泡湯旺季！臺灣得天獨厚，擁有冷泉、熱泉、濁泉、海底泉等多樣性泉質，是世界知名的溫泉勝地。交通部觀光局自民國96年（西元2007年）開始每年結合溫泉保健養生特色及現代人健康飲食需求，將臺灣「溫泉」及「美食」兩大觀光資源整合規劃推出「溫泉美食嘉年華」活動。該活動每年在全臺各地同時登場，並從全臺19個溫泉區選出啟動地點。「溫泉美食嘉年華」不但讓國內遊客全臺溫泉區泡透透，處處都享優惠，對國際觀光客也是深具魅力，更是帶動秋冬臺灣溫泉旅遊熱潮的年度盛事。活動期間，全臺溫泉區都將陸續辦理溫泉美食系列活動，並整合全臺各縣市溫泉區上百家業者，集合各溫泉區景點、人文風情與特產介紹，推薦優質店家，同時更提供好康優惠陸續引爆泡湯話題。「-2023 台灣好湯」系列行銷活動於即日起至明年6月底止，串連台灣北部、南部、東部共19大溫泉區，透過「暖湯散策」主題，不僅在溫泉區的風光美景下留下美好回憶，更透過泡湯的疏壓放鬆，將療癒帶回到日常生活中，強化身體免疫力的同時，也提升心靈的幸福康復力。往年廣受歡迎的台灣好湯金泉獎票選活動，今年也提供包含IPhone 最新款手機、全台溫泉區的溫泉住宿券、南投茶葉等總價超過10萬的獎品，11月起參加投票的民眾都有機會把好禮帶回家。,,2023/3/15,02:05
臺灣自行車旅遊節,澎湖國家風景區管理處,國片「練習曲」中一句經典對白：「有些事現在不做，一輩子都不會做了。」這句話帶動了全臺單車環島風潮，騎著自行車環繞臺灣本島之旅，也被許多人列為此生必做的事之一！自2010年以來，交通部觀光局積極舉辦「臺灣自行車節」系列活動，熱情邀請臺灣全民一同創造「騎」跡，將交通建設的創新成果，轉換成觀光旅遊的新資源，企圖把臺灣打造為國際級自行車休閒旅遊天堂。臺灣的公路系統完善，再加上地形優勢，騎著自行車時還可邊欣賞沿路壯闊美景，在臺灣單車環島是最方便又享受的旅遊行程！「臺灣自行車節」系列活動就是以自行車旅遊活動，結合了各縣市的觀光與交通資源力量，呈現出多元與在地的文化旅遊特色。在好山好水的陪伴下，吸引全世界自行車愛好者都能來朝聖，提供國內外遊客們多樣豐富休憩旅遊體驗，讓騎鐵馬不再是單純的運動，而是更豐富的身心靈上完美體驗。馬到成功168自行車深度輕旅行：3月-11月澎湖自行車跳島嘉年華活動    領騎服務：3/1-6/30    澎湖跳島101km自行車活動：9/25東北角福隆生活節：6/18-10/29徐行縱谷 玩騎認證享好禮：7/22-10/31參山騎旅自行車系列活動：9/17大鵬灣Bike tour35騎車趣：9/23-25、10/14-16日月潭Come!BikeDay花火音樂嘉年華：11/12西拉雅趣飛車：11/6西拉雅玩水酷-水庫騎跡自行車活動：11/12-11/13騎遇福爾摩沙：11/12-11/20臺灣自行車登山王挑戰    臺灣KOM登山王之路-春季：3/21    臺灣KOM登山王之路-夏季：9/2    臺灣KOM Gran Fondo超級挑戰：9/1-9/4    臺灣KOM自行車登山王挑戰：10/28    臺灣KOM e騎趣旅行：10/27-30極點慢旅    極北點富貴角燈塔騎遊活動：10/22    極西點國聖港燈塔暨雲嘉南濱海經典小鎮自行車慢遊活動：9-10月    富貴角燈塔極北點騎遊活動：9月(暫定) -->,,2022/4/19,04:58
長濱雙浪金剛馬拉松,臺東縣962長濱鄉,無,,2022/5/1,11:20
秀姑巒溪國際泛舟鐵人三項競賽,花蓮縣978瑞穗鄉秀姑巒溪,無,,2022/6/12,03:26
月光．海音樂會,臺東縣961成功鎮都歷遊客中心,無,,2022/7/12,02:23
曙光歡樂送 就在東海岸,臺東縣961成功鎮三仙台遊憩區,無,,2022/5/11,03:47
童部野放,臺東縣950臺東市花東海岸轄區,無,,2022/5/18,05:18
東海岸部落工作假期,臺東縣950臺東市東海岸轄區部落,無,,2022/2/25,02:14
成功小鎮漁村風情導覽,臺東縣961成功鎮成功小鎮,無,,2022/5/24,09:29
馬到成功168自行車遊程,臺東縣950臺東市台11沿線,無,,2022/5/24,06:41
花現東海岸導覽活動,花蓮縣974壽豐鄉花蓮遊客中心,無,,2022/7/5,01:32
阿美族民俗中心-旮亙展演,臺東縣961成功鎮阿美族民俗中心,無,,2022/8/14,09:39
月光小棧展演,臺東縣959東河鄉都蘭月光小棧,無,,2022/11/9,05:26
努瓦里岸文化劇場-paw paw鼓展演,臺東縣961成功鎮三仙台遊憩區努瓦里岸文化劇場,無,,2022/9/17,03:18
過山古道尋寶趣,臺東縣951綠島鄉過山古道,無,,2022/10/28,09:11
夜訪小野柳,臺東縣950臺東市小野柳環教小屋,無,,2022/6/4,03:36
夜探三仙台,臺東縣961成功鎮三仙台遊憩區,無,,2022/5/10,11:25
富岡港港好,臺東縣950臺東市富岡社區,無,,2022/4/4,05:40
東海岸大地藝術節及藝文平台,臺東縣950臺東市花蓮臺東全線轄區,無,,2022/2/17,05:46
菊島澎湖灣跨海馬拉松路跑活動,澎湖縣西嶼鄉外垵村1鄰1之15號,融合離島與澎湖特有的元素設計賽道路線，賽道沿途經西嶼、白沙、中屯及馬公本島，並可飽覽漁翁島燈塔、大菓葉柱狀玄武岩、二崁聚落、跨海大橋及中屯風力園區等的各旅遊景點風光。1.優質運動觀光2.國際認證賽道3.多元創意補給4.地方特色之啦啦隊,,2022/11/6,11:18
台灣好湯活動,花蓮縣970花蓮市,無,,2022/3/16,07:01
〝柚〞見〝晚崙西亞〞東河路跑,臺東縣959東河鄉隧道路88號,無,,2022/3/26,10:29
臺東元宵節慶觀光活動,臺東縣950臺東市南京路園道,無,,2022/2/14,03:15
馬卡巴嗨節慶觀光活動,臺東縣950臺東市,無,,2022/8/18,09:52
鹿野「花鹿米」養生樂活節,臺東縣955鹿野鄉,無,,2022/7/3,06:30
池上秋收稻穗藝術節,臺東縣958池上鄉萬新道路,無,,2022/10/29,05:13
年池上鄉原住民聯合豐年祭,臺東縣958池上鄉大坡池風景區,無,,2022/8/13,06:40
111年花蓮年貨大街,花蓮縣970花蓮市香榭大道,無,,2022/1/27,06:45
好客藝術村春節市集活動,花蓮縣973吉安鄉中山路三段477號,無,,2022/2/6,10:32
111年元宵節聯歡晚會,花蓮縣973吉安鄉客家文化廣場,無,,2022/2/25,01:24
花蓮市全國客家日系列活動,花蓮縣970花蓮市復興街98巷1號,無,,2022/2/19,07:11
大農大富賞螢趣,花蓮縣976光復鄉農場路31號,無,,2022/4/4,05:51
桐遊縱谷客家第一庄,花蓮縣973吉安鄉,無,,2022/4/12,04:42
鯉魚潭賞螢季-趣看火金姑,花蓮縣974壽豐鄉鯉魚潭,無,,2022/5/8,10:31
縱谷原遊會—部落食樂園,花蓮縣983富里鄉羅山遊客中心,無,,2022/6/4,07:07
吉安鄉各部落捕魚祭(Miladis)活動,花蓮縣973吉安鄉,無,,2022/6/13,02:36
吉安鄉原住民聯合豐年祭,花蓮縣973吉安鄉,無,,2022/7/30,10:30
知卡宣綠森林親水暑期水上樂園,花蓮縣970花蓮市知卡宣綠森林親水公園,無,,2022/7/8,03:23
花蓮客家竹筍節,花蓮縣970花蓮市國慶里保民宮,無,,2022/8/10,12:11
花蓮縣富里鄉111年聯合豐年節活動,花蓮縣983富里鄉東竹國小,無,,2022/8/4,01:30
花蓮金針山花季行銷活動,花蓮縣981玉里鎮赤柯山,無,,2022/8/22,02:52
城市空間藝術節,花蓮縣970花蓮市香榭大道,無,,2022/9/16,08:43
祭孔大典,花蓮縣973吉安鄉,無,,2022/9/28,07:37
健走路跑活動,花蓮縣970花蓮市,無,,2022/9/21,02:53
太平洋falifali音樂節,花蓮縣970花蓮市,無,,2022/10/15,04:32
大地時裝秀,花蓮縣970花蓮市,無,,2022/10/14,10:34
餐桌上的部落旅行,花蓮縣970花蓮市,無,,2022/10/10,09:28
太魯閣峽谷音樂節,花蓮縣971新城鄉太魯閣臺地,無,,2022/10/22,11:48
鳳林鎮111年客家文化節系列活動,花蓮縣975鳳林鎮慢城公園,無,,2022/11/5,12:50
花蓮太平洋緃谷馬拉松,花蓮縣970花蓮市美崙田徑場,無,,2022/12/3,03:14
花蓮市原客嘉年華,花蓮縣970花蓮市Kadda Hotel,無,,2022/12/11,07:34
花東小鎮自行車漫旅,花蓮縣970花蓮市,無,,2022/11/10,12:44
111年各部落豐年祭,花蓮縣970花蓮市,無,,2022/8/2,03:36
111年延平鄉觀光射耳祭,臺東縣953延平鄉,無,,2022/4/22,08:59
111年池上鄉元宵擔飯傳濃情踩街活動,臺東縣958池上鄉,無,,2022/2/15,09:19
悠活池上.米鄉竹筏季系列活動- 竹筏季節慶嘉年華,臺東縣958池上鄉大坡池風景區,無,,2022/7/2,10:08
馬祖年度節慶活動 (Matsu Festival Activities),連江縣南竿鄉仁愛村95-1號,馬祖民俗節慶活動，最熱鬧的過年，一路到九月的馬祖昇天祭，還有扛乩、擺暝等特殊文化，元宵節是其中之最，從農曆元月十一日開始，可以一路延續到元月十九、甚至是二十日！,,2038/12/1,08:40
 日月潭櫻花季,南投縣555魚池鄉日月潭周邊轄區,無,,2022/2/25,08:23
日月潭星光螢火季,南投縣555魚池鄉日月潭轄區周邊,無,,2022/4/12,04:48
日月潭櫻舞飛揚環湖路跑【活動取消】,南投縣555魚池鄉水社村中山路599號,無,,2022/1/16,08:26
日月潭萬人泳渡嘉年華,南投縣555魚池鄉朝霧碼頭,無,,2022/9/4,03:43
日月潭Come!BikeDay花火音樂嘉年華,南投縣555魚池鄉,無,,2022/10/9,02:51
日月潭婚禮【日月相映，情定日月潭】,南投縣555魚池鄉中山路599號,無,,2022/10/7,05:25
2023日月潭跨年晚會,南投縣540南投市,無,,2022/12/31,06:34
日月潭Come!Bikeday自行車嘉年華,南投縣555魚池鄉中山路599號,無,,2022/11/11,10:00
