event_name,event_location,event_content,participant,event_date,event_time
講座：田臨斌「現在開始人生都是自己的」,無,講座：田臨斌「現在開始人生都是自己的」時間：04/16  14:00-16:30地點：金門縣文化局三樓會議室,SHANG SIANG DAI,2022/4/16,03:02
【土木工程x財務管理--歷史撰述x多元寫作】蔡榮根x吳鈞堯--兩種斜槓文字火花閱讀講座,無,【土木工程x財務管理--歷史撰述x多元寫作】蔡榮根x吳鈞堯--兩種斜槓文字火花閱讀講座時間：04/17  10:00地點：金門縣文化局三樓會議室,無,2022/4/17,10:37
唐伶樂集「浯島聲歌」鄉鎮巡迴音樂會,無,04/17  15:00湖埔社區04/24  15J:00烈嶼鄉后頭社區06/26  15:00金門縣文化局演藝廳,Craig,2022/4/17,03:32
金門縣浯江南樂研習社演出,無,03/26  19:30官澳社區03/30  19:30陽翟社區04/09  19:30官澳社區04/16  19:30浯江南音社05/07  19:30陽翟社區05/21  19:30官澳社區,hao chang,2022/4/9,08:43
光環境推廣講座：金門的人文歷史與對光的想像,無,時間：04/29  14:00-17:00地點：金門縣文化局三樓會議室講師：薛琴、豊田啟介、高德亮、林靖祐、李依樺薛琴 / 台灣光環境獎評審豊田啓介 / Noiz合夥人、台灣光環境獎裝置藝術類得獎者(因疫情緣故，豊田先生將採用預錄英文演講方式,羅傑恩,2022/4/29,03:54
天宏園掌中劇團：《傳統戲周處》,無,三場傳統偶戲表演第一場 9月24日(星期六)19:30，地點：金城鎮北門北鎮廟(戶外場)第二場 9月25日(星期日)16:00,遠看是小山,2022/9/24,08:32
365樂坊：琴聲響進金門裡,無,365樂坊：琴聲響進金門裡時間：8/13　 19:00地點：金門縣文化局演藝廳來自黑白世界的特殊樂團-365樂坊，是一群專業科班出身的視障及明眼國樂菁英所組成的,Seal,2022/8/13,07:27
峰上天后宮祭蜂儀式,無,｜峰上天后宮祭蜂儀式｜時間：4月23日14:00-17:00地點：峰上天后宮天后宮「祭蜂」儀式絕無僅有，相當具有地方特色在2018年登錄為金門縣無形文化資產「峰上天后宮祭蜂鄉俗」,無,2022/4/23,03:30
浯洲尚藝美展 太武更生饗宴,無,浯洲尚藝美展 太武更生饗宴展出時間：04/01-05/31     08:00-17:30地點：金門機場藝文中心走廊美展為期二個月，即日起至5月底在金門機場4大區域展出200餘件藝術品,無,2022/4/11,08:32
金門縣美術家聯展,無,展出時間：03/26-04/25　08:00-17:30展出地點：金門縣文化局第一、二、三展覽廳金門美術家聯展」每年都有超過百位的創作者參與此項地區的藝術盛會。美術家聯展3月26日起展出至4月25日，共展出近二百幅各類型的作品,AI工頭_貼連結要大家加入的都是仿冒者,2022/4/8,12:14
洪明傑、洪明燦、洪明標兄弟藝文作品聯展,無,地點：縣定古蹟睿友學校 禮堂（金門縣金沙鎮碧山1號）展出洪氏三兄弟歷年來的文學作品，及珍貴藝術史料與圖片,雪納瑞,2022/4/18,12:04
印刷字造-公共圖書館巡迴展-金門場,無,展出地點: 縣立圖書館南棟（兒童館）1、2樓以「文字」與「印刷」為主軸，一窺 6000年人類文明演進的不同視角,無,2022/4/6,04:02
馬戲之門：巴哈嘎!不可!不可!,無,馬戲之門年度經典作品《巴哈嘎！不可！不可》巡演列車&mdash;&mdash;金門站演出時間確定了已購票觀眾可持原票券入場，不需換票,Jarvis Hong,2022/7/22,09:28
110學年度【全國學生美術比賽優勝作品】巡迴展,無,110學年度【全國學生美術比賽優勝作品】巡迴展金門站於4/30-5/15在文化局展出展出全國學生美術比賽特優作品約110件包含繪畫、水墨、書法、漫畫等大類別有寫實也有抽象，要用不同角度表達自我學生用藝術表示對環保和疫情的看法題材包含社會時事、疫情生活等,無,2022/5/3,09:47
金門棠風舞蹈團111棠風舞宴~一把青,無,還記得10年前101棠風舞宴發表的金門1958嗎?到現在還令人深刻回味記憶猶新，今年111棠風舞宴用不一樣的方式再度詮釋淒美戰爭愛情故事,粗獷暖男,2022/8/27,07:40
春天好時光閱讀推廣課程,無,金門縣文化局為響應4月23日世界閱讀日，於4至5月規劃辦理一系列閱讀推廣活動,hao chang,2022/5/14,01:59
點水成金-金門水文化特展,無,人類的文明發展及族群遷徙皆與水息息相關，水既是生命的基本需求,無,2022/5/16,11:26
舞工廠舞團：時間在那,無,6/18跟著台灣頂尖踢踏舞團-舞工廠一起『踢』進金門一同來感受美式踢踏的自由奔放演出時間：06/18　19:30演出地點：金門縣文化局演藝廳索票時間地點：索票時間自111年6月6日起，請至金門縣文化局演藝廳服務台免費索取（1人限4張）在台深耕多年,阿契爾,2022/6/18,07:37
唐伶樂集「浯島聲歌」音樂會,無,唐伶樂集「浯島聲歌」中西藝術歌曲獨唱音樂會演出時間：6/26　15:00演出地點：金門縣文化局演藝廳　　唐伶樂集「浯島聲歌」鄉鎮巡迴第五年了，今年特別安排一場中西藝術歌曲獨唱音樂會,無,2022/6/26,04:09
打開名人書坊閱讀講座～李偉文主講AI時代的學習與競爭力,無,時間：6月11日 14:00-16:00地點：金門大學圖資大樓陳開蓉國際會議廳報名時間：6月1日（星期三）上午9:00起報名(https://reurl.cc/ZAjNnM)電話報名專線：082-323169轉506本年度因與金大圖書館合作辦理，保留名额供金門大學教職員與學生參加,羅傑恩,2022/6/11,02:01
福臨美至－廖修平作品金門展,無,展出時間：06/03-06/28 08:00-17:30展出地點：金門縣文化局第一、二展覽廳展出廖修平作品從1960年代到2020年的創作，版畫媒材種類包括：蝕刻銅版、木版、紙凹版、絲網版等,人類惡,2022/6/19,12:14
兒童中外文故事屋：六月,無,兒童中外文故事屋每週六、日 早上10:00-11:00 南棟兒童館一樓主題：七個習慣 & 端午節透過故事，跟隨主角一起探索,無,2022/6/20,07:41
首位進駐藝術家黃建寰成果展《島嶼觀測__入景／路徑》,無,地點：吳心泉宅(金門縣金沙鎮大地12號)展期：5月29日至6月5日（14:00~17:00）開展日5月29日14:00邀請碧山樂團在吳心泉宅前面的文化牆做戶外演出6月3日(週五)晚上7:30與金門縣駐縣藝術家許庭瑋合作演出《偶遇介入；共生入景》，呈現動靜態展示對話,高皓愷,2022/5/31,01:39
金門星光節(金門親子嘉年華系列活動),無,恐龍現蹤軍事營區，暑假的西洪營區神秘感倍增,無,2022/8/25,11:04
月灣市集(金門親子嘉年華系列活動),無,8月5日至7日連3天，每天下午3時至晚上9時將在官澳灣口海濱公園舉辦金門首場台金餐車聯合市集「月灣市集」,無,2022/8/7,10:08
積沙成塔積木活動(金門親子嘉年華系列活動),無,「積沙成塔」活動8月1日起將在陽翟大街舉辦，屬於複合式展覽,tttg,2022/9/22,11:00
后湖去野營(金門親子嘉年華系列活動),無,白天的后湖海灘是旅客流連忘返的觀光聖地，在這裡我們可以衝浪、戲水、踏沙、挖花蛤,walk junny,2022/9/26,02:45
遍撒音樂種子在社區：室內經典音樂會,無,音樂種子撒遍金門，粒粒皆是優美音符跟我走吧！一起加入撒種的行列演出團體：NTSO臺灣管樂團-銅管五重奏第一場：年7月21日(四)14:00金門縣金湖鎮信義新村社區(金門縣金湖鎮信義新村11號)第二場：年7月22日(五)19:00金門縣金沙鎮忠孝二村社區(金門縣金沙鎮汶沙里忠孝新村158號)NTSO遍撒音樂種子活動將已開跑！國立臺灣交響樂團與金門縣文化局攜手,紅色的雲,2022/7/22,10:57
金門金響亮樂團浯島巡迴演奏會,無,七場流行金曲老歌演奏會第一場 07/09 19:00~21:00 下莊社區活動中心第二場 07/23 19:00~21:00 山外籃球場第三場 08/13 19:00~21:00 料羅社區活動中心第四場 08/27 19:00~21:00 瓊林社區活動中心第五場 09/03 19:00~21:00 羅寶田神父紀念園區第六場 10/08 19;00~21:00 信義新村活動中心第七場 10/29 19:00~21:00 蓮庵社區活動中心『響亮音樂跳動音符，社區關懷與您同在』,無,2022/9/13,12:59
「金門文創生活節-110年金門縣文化創意產業發展計畫」金門場成果發表市集,無,金門縣文化局為了促進當地文化產業發展並輔導業者創作特色文創商品，以增強產業的競爭力和提升文化藝術內涵,Bman,2022/6/11,03:51
《斗與拱的對話》李錫福中國傳統木結構斗拱積木模型展,無,《斗與拱的對話》李錫福中國傳統木結構斗拱積木模型展展出時間：06/07-07/31展出地點：金門航空站藝文走廊本展採用中國傳統斗、拱木結構建築構件為主題，制作縮小成10比1的比例構件展出,無,2022/6/8,01:23
烈嶼學區中小學美術聯展,無,呈現烈嶼鄉四所學校學生美術教育的成果，烈嶼學區中小學美術聯展,仴仴,2022/6/30,07:26
金門縣閩聲愛樂協會：台北市真道福音劇團蒞金公演,無,由金門縣閩聲愛樂協會、台北市真道福音劇團演出。第一場：7/14  19:30金門基督教會第二場：7/15  19:30金門縣文化局演藝廳第三場：7/16  19:30金沙鎮金東戲院為發揚本土傳統藝術，蘊育愛鄉愛土情懷,Forrest,2022/7/15,09:16
圓韵合唱團：浯樂新聲献馨情~愛的音樂百匯,無,演出團隊：圓韵合唱團浯樂新聲献馨情~愛的音樂百匯,無,2022/8/6,08:57
金門縣圓韵愛樂協會：年第八屆父親節感恩音樂會~金廈情牽-阿母的話,無,演出團隊：金門縣圓韵愛樂協會年第八屆父親節感恩音樂會~金廈情牽-阿母的話,無,2022/8/6,08:47
浯風愛樂：中西音樂的相遇~周羿木笛/二胡獨奏會,無,無,無,2022/8/23,07:39
一名金人文化藝術工作室：金門沉浸式劇場,無,無,無,2022/8/21,05:02
中華民國舞蹈學會：搏餅邀月舞金城,無,演出團隊：中華民國舞蹈學會演出舞碼：搏餅邀月舞金城,無,2022/9/3,08:30
新美學整合行銷有限公司：玩弦四度弦樂四重奏(售票),無,"｜玩弦四度爵士弦樂四重奏巡演  10月壓軸登金門｜時間｜/10/14 (五) 19:30地點｜金門縣文化局演藝廳票價｜300 、 500 、 800 、 1,000 (企業贊助票)主辦｜新美學整合行銷有限公司 02-2703-3000購票請洽OPENTIX兩廳院文化生活華人地區首支爵士弦樂四重奏組合 「玩弦四度爵士弦樂四重奏」自八月展開全台巡演以來，足跡已遍及台北、台中、高雄",無,2022/10/14,08:27
一心戲劇團《華山救母》,無,經典好戲 一心戲劇團《華山救母》金門盛大公演演出時間｜10月29日（星期六）19:30演出地點｜金門縣文化局演藝廳相信大家都還記得一心戲劇團在金門演出的《武松殺嫂》、《啾咪！愛咋》，這兩齣作品皆獲得廣大觀眾喜愛熱烈迴響,Lame,2022/10/29,07:10
沐寧相聲說演坊《小城故事》相聲劇場,無,飄洋過海來看你！【小城故事】相聲劇場，金門演藝廳歡樂登場演出時間｜10/30  14:30(節目時長80分鐘)演出地點｜金門縣文化局演藝廳入場時間｜開演前30分鐘開放入場演出內容｜相聲劇藝、竹板快書演出陣容｜李沐陽、張春泉、魏竹嶢、林靖、吳芷寧入場方式｜免費入場,沖田瓦,2022/10/30,03:37
金門傀儡戲劇團：掌中嘉禮《閻君膽》戶外公演,無,金門傀儡戲劇團：掌中嘉禮《閻君膽》戶外公演11月5日19:30臺南大觀音亭暨祀典興濟宮戶外廣場11月12日19:00金門金城鎮北鎮廟的戶外戲台全臺首次傀儡戲與布袋戲同台盛大公演，由金門傀儡戲劇團邀請高雄天宏園掌中劇團共同製作,嵛燼,2022/11/12,08:58
解嚴30週年藝文系列活動-安琪莉莎合唱團、法吉歐利合唱團：樂韻綿長年度音樂會,無,11/12（六）19:30金門縣文化局演藝廳節目名稱：樂韻綿長年度音樂會演出團隊：安琪莉莎合唱團、法吉歐利合唱團,無,2022/11/12,07:47
金門流行舞蹈團：十週年大型舞蹈公演-金典CLASSIC,無,演出團隊：金門流行舞蹈團節目名稱：十週年大型舞蹈公演-金典CLASSIC,auto,2022/11/19,08:26
《飛揚起舞》浯洲揚琴樂團與金門棠風舞蹈團聯合演出,無,《飛揚起舞》浯洲揚琴樂團與金門棠風舞蹈團聯合演出演出時間｜11月20日14:30(14:00開放免票入場）演出地點｜金門縣文化局演藝廳演出團隊｜浯洲揚琴樂團、金門棠風舞蹈團、開瑄國小揚琴社、開瑄國小大鼓隊、開瑄國小瑄藝社以「中國節慶」作為主題，分別選了春節、元宵節、端午節、情人節、中秋節等,無,2022/11/20,02:33
金門棠風舞蹈團：舞蹈藝術深耕及校園推廣,無,金門棠風舞蹈團-舞蹈藝術深耕及大師舞蹈講座07/18-22  1330-1730體育館  08/15-19  1330-1730體育館,無,2022/8/7,09:27
金門縣浯江南樂研習社：南音下鄉傳唱教學活動,無,08/21(日)1930陽翟社區   08/28(日)1930官澳社區09/04(日)1930浦邊社區09/11(日)1930青嶼社區09/16(五)1930官澳社區09/18(日)1930浯江南音社,無,2022/9/9,03:26
唐伶樂集「浯島聲歌」鄉鎮巡迴音樂會（二）,無,唐伶樂集「浯島聲歌」鄉鎮巡迴音樂會（二）9/18 (日) 19:00 金東戲院9/26 (一) 19:00 燕南山書院10/1 (六) 19:00 下莊活動中心以「故鄉」為主題，將由地區老中青歌手來擔任演出,Kimmy,2022/9/19,01:23
碧山樂團：巡演教學活動,無,由碧山樂團巡廻金門縣表演及教學08/27(六)1930碧山社區09/13(二)1930湖前社區09/17(六)1930山外社區09/24(六)1930正義社區10/01(六)1930后湖社區10/08(六)1930后豐港社區10/15(六)1930水頭社區10/22(六)1930官澳社區,Mosquito,2022/10/21,05:23
金門縣仙洲薪傳南音社：南音演唱及培訓教學,無,金門縣仙洲薪傳南音社：南音演唱及培訓教學08/07(日)1900仙洲南音社 09/04(日)1900浯江南樂社09/25(日)1900山西社區10/09(日)1900碧山社區10/23(日)1900睿友文學館10/02(日)1900三山里公所,無,2022/8/4,04:33
夏日親子劇場－銀河谷音劇團：玩具國的奇幻之旅,無,引頸期盼夏日親子劇場來啦~~~讓孩子學習愛惜玩具、幫助別人、思考解決問題的勇氣！6月17日中午十二點啟售銀河谷音劇團〔玩具國的奇幻之旅〕演出資訊時間｜年7月9日 (六) 19:00 （晚上18:30憑票入場）地點｜金門縣文化局演藝廳(金門縣金城鎮環島北路一段66號)票價｜100元網路購票｜https://reurl.cc/ErLMN1購票洽詢｜OPENTIX兩廳院文化生活(02-3393-9888)主辦單位｜金門縣文化局演出單位｜銀河谷音劇團演出介紹一對無憂無慮的兄弟倆凱凱和小智，擁有猜謎書、音樂盒、兔子偶、熊偶等許多的玩具。一開始對新玩具感到新奇,Kris,2022/7/9,08:38
金門樂府傳統樂團巡迴演出,無,06/08(三)1930榜林社區07/17(日)1930保生大帝保安殿08/10(三)1930榜林社區08/31(三)1930榜林社區樂齡教學09/10(六)1930城隍廟口09/28(三)1930榜林社區,人類惡,2022/9/17,02:33
金門國樂團年度公演：風獅爺傳奇,無,金門場－7月11日晚上19:00金門縣文化局演藝廳（自由入場）臺南場－7月15日晚上19:30臺南市歸仁文化中心演藝廳（售票）七月鳳凰花開的季節，金門國樂團年度公演〈風獅爺傳奇〉金門場於7月11日晚上19:00假金門縣文化局演藝廳開演,Rry La,2022/7/11,07:14
黃世團境生象外創作展,無,黃世團境生象外創作展時間｜9月3日至9月21日地點｜金門縣文化局第二展廳距1998年黃世團世界版畫展、2000年黃世團素描創作展，相隔20餘年,無,2022/9/16,11:26
專題講座：黃貞燕「城市文化治理與博物館：臺灣與日本案例分享」,無,為協助博物館之從業人員提升專業知能，邀請國立臺北藝術大學博物館研究所黃貞燕所長,Yuri,2022/8/30,02:31
「年天涯海角電影院」金門場,無,「年天涯海角電影院」首度踏足金門9/3-9/4 莒光公園 重溫露天電影情懷國家電影及視聽文化中心辦理「天涯海角電影院」巡迴放映計畫，將於9月3日及4日,無,2022/8/30,11:33
《 浯·聚 I 》許曉緣&陳璽尹聯合音樂會,無,《 浯&middot;聚 I 》許曉緣&陳璽尹聯合音樂會演出時間｜9月4日（週日）下午2時30分演出地點｜金門縣文化局演藝廳由青年揚琴演奏家許曉緣及青年琵琶演奏家陳璽尹做為號召者，特別邀請幾位在地傑出音樂家董皓雲、薛佳昕、李欣曄、李宛珊、薛以昕、陳怡潔、李宣萱、李晨瑋、石子弘及台北知名音樂家蔡侑臻、陳廷宇齊聚分享音樂。演奏形式有獨奏、重奏及小室內樂編制,無,2022/9/4,03:59
「匠心具足-金門與鹿港木作匠藝的對話特展」,無,無,萊恩,2022/9/16,08:54
藝文特區暨圖美館模型展,無,金彩絕倫一藝文特區暨圖美館競圖展展期｜9月16日-10月10日展地｜金門縣文化局第一、三展廳|展覽簡介|金門縣政府為落實「文化扎根」與「宜居島嶼」的政策目標，積極規劃推動藝文特區計畫,無,2022/9/30,02:09
解嚴30週年藝文系列活動-金門棠風舞蹈團：舞躍酒鄉、祥舞金門,無,解嚴30週年藝文系列活動10/15（六）19:00金門縣文化局演藝廳節目名稱：舞躍酒鄉、祥舞金門演出團隊：金門棠風舞蹈團,黃新程,2022/10/15,07:13
解嚴30週年藝文系列活動：金聲有約-金門縣合唱團、高雄市大地合唱團,無,解嚴30週年藝文系列活動10/22（六）19:30金門縣文化局演藝廳節目名稱：金聲有約演出團隊：金門縣合唱團、高雄市大地合唱團高雄市大地合唱團成立於2012年，由資深合唱指導謝世剛老師主辦召集,Shao,2022/10/22,08:13
解嚴30週年藝文系列活動-安琪莉莎合唱團、金門絃樂團、紫韻箏樂團：金門的前世今生,無,11/6（日）  19:30金門縣文化局演藝廳節目名稱：金門的前世今生演出團隊：安琪莉莎合唱團、金門絃樂團、紫韻箏樂團,無,2022/11/6,08:13
金門老房子攝影踏看勘：聚落文史導覽與建築空間攝影教學,無,金門縣文化局為推廣人文攝影美學，結合聚落文史導覽與建築空間攝影教學,JayHu,2022/10/22,05:52
金門學國際學術研討會（金門場）,無,金門學國際學術研討會（金門場）時間:10/28 09:00-18:00、10/29 09:00-12:20地點:金門大學圖資大樓陳開蓉會議室此次研討會由金門縣政府指導，主辦單位為金門縣文化局；承辦單位為國立臺灣師範大學海外華人研究中心；協辦單位為國立金門大學閩南文化與僑鄉數位典藏中心、閩南文化碩士學位學程。　7場演講 17篇論文發表 海內外專家學者共襄盛舉　本次會議共有7場專題演講、17篇論文發表及綜合討論。除了邀集國內專家學者參與外,林克,2022/10/28,10:12
「金門閱讀嘉年華」之「愛閱森友會」,無,金門縣文化局為配合教育部推廣閱讀，特別於10月23日上午9時於中山紀念林遊憩區原野劇場,無,2022/10/23,09:43
口述歷史講座：找尋過去的歷史，從口述歷史開始,無,活動時間 /10/22 09:00 ~ 17:00參加對象：對口述歷史有興趣之文史工作、教師、民眾，預計招收30名。報名時間:10/3-10/20止,無,2022/10/22,02:59
藝術家王明宗帶你玩陶藝,無,「藝術家帶你玩陶藝」由藝術家王明宗帶領大家一起動手創作陶藝作品#10月12日上午10時起受理網路報名，額滿為止。報名網址｜https://reurl.cc/vWz2AN計三場次,小野原,2022/10/27,06:20
藝術轉動社區─烈嶼四象窗景  陳伯義進駐成果展,無,開幕日｜111年10月30日（日） 16:00展期｜111年10月30日-11月30日　08:00-17:00展地｜烈嶼勇士堡「烈嶼四象」是展示烈嶼四個方向重要的軍事據點，對東西南北四個方向投射出冷戰時期軍事防衛的戰略意義與回歸自然後的當代地景。本攝影作品以金寧湖下海堤的哨所窗景與將軍堡機槍孔窗景記錄烈嶼軍事及海岸風光,Eddie_181,2022/11/7,03:04
考古金門城－金門城考古發掘研究計畫（第一期）：城牆與城門遺跡-教育推廣活動（2場次）,無,金門縣文化局委託言古文化有限公司執行金門城遺址考古發掘工作，首度揭開這座埋藏了八十年左右的金門城神秘面紗,aellen,2022/10/22,12:58
【浯島日常】金門社區營造博覽會,無,【浯島日常】金門社區營造博覽會有親身體驗、動態展示、動態表演活動名稱：【浯島日常】金門社區營造博覽會-系列活動第一場(體驗活動)：信義社造成果發表會暨絹印手作體驗活動， 活動日期：10/23(日)、時間：09:00-12:00、活動地點：信義社區活動中心；限額30人,無,2022/10/30,03:00
道法自然．景慕金門—李轂摩82書畫展,無,道法自然．景慕金門&mdash;李轂摩82書畫展展期｜10月15日-11月15日展地｜金門縣文化第一、二、三展覽廳10/16上午10時舉辦開幕式李轂摩大師帶來豐富而多元的書畫作品近百件，用美學與靈魂的饗宴,無,2022/11/11,08:49
「鏡頭下的金門大橋」線上攝影展徵件,無,「鏡頭下的金門大橋」線上攝影展徵件攝影主題｜金門大橋 1.初建設 2.建設中 3.建設完成投稿方式｜111年11月27日下午5時前完成報名聯結表單，並上傳「攝影作品」及「作品概念50字內」投稿就抽｜家樂福即享券(電子票券)1000／500／300／200／100／其他精選好禮\\全民拍照 投稿抽獎//舉起您的相機,無,2022/11/2,03:58
以光為筆，記錄金門大橋的故事：「金門大橋攝影展」,無,以光為筆，記錄金門大橋的故事：「金門大橋攝影展」展期｜10月15日-11月15日展地｜烈嶼鄉文化館此展由金門縣攝影學會策劃,Antonio,2022/11/10,04:51
文化局中文英文繪本故事屋：十月故事主題-社群關係＆萬聖節,無,十月兒童中外文故事屋帶來的主題是 :社群關係＆萬聖節透過故事，跟隨主角一起探索,無,2022/10/29,11:46
「美哉！金門大橋」賀聯徵選書法展,無,美哉！金門大橋」賀聯徵選作品展展期｜11月12日－12月3日展地｜燕南書院書畫展覽室金門書法學會歡欣鼓舞舉辦慶賀金門大橋對聯徵選展，在金門大橋甫落成通車之時,無,2022/12/2,11:56
金門縣攝影家聯展,無,「金門縣攝影家聯展」展期：111.11.19-111.11.25展覽場地: 文化局第一展覽廳金門攝影學會在11月19日至11月25日，於金門縣文化局第一展聽展出「金門縣攝影家聯展」,無,2022/11/23,05:04
陶戀王明宗、吳惠民、謝華東三人陶藝展,無,無,無,2022/12/25,10:13
「浯島。聚落煙火」人文紀實攝影創作成果,無,展期｜11月5日-11月14日（09:00-16:00）展地｜沙美張文帝洋樓開展日（11/5）13:30將舉辦2場次攝影專題講座，文化局特別邀請2位老師分享作品創作經驗,無,2022/11/12,05:40
越界Cross the border-蔡儒君個展,無,越界 &mdash; 蔡儒君 個展展期：.11.19-.12.7展覽場地：文化局第二展場由金門縣文化局主辦，金門縣美術學會承辦【越界 &mdash; 蔡儒君個展】CROSS THE BORDER - JU CHUN TSAI SOLO EXHIBITION,奧茲國的大冰喵,2022/12/4,12:51
金門大地吳心泉宅-－林羿綺進駐成果展,無,浯島顯影─林羿綺進駐成果展開幕日期｜111年11月20日(週日)下午14:00展覽地點｜金門大地吳心泉宅 (金門縣金沙鎮大地12號)展覽日期｜111年11月19日(週六)-11月27日(週日)，每日14:00-17:00影像藝術家林羿綺以走訪金門鬧區與村落,無,2022/11/20,03:23
第19屆浯島文學獎頒獎典禮,無,為表揚第19屆浯島文學及國史館台灣文獻館獲獎書刊得獎者，11月12日上午10時於金湖飯店二樓宴會廳舉行「第19屆浯島文學獎頒獎」。,奧茲國的大冰喵,2022/11/12,12:37
第十六屆金門書展,無,第十六屆金門書展時間：11/11、11/12 09:00-18:00、11/13 09:00-14:00地點：浯江書院由金門縣文化局、海峽出版發行集團、中華民國圖書出版事業協會主辦，福建新華發行集團承辦,加入迷彩人生精彩,2022/11/13,08:12
藝文馬拉松-洪春柳文學展,無,地點：縣定古蹟睿友學校 禮堂展出洪春柳歷年之個人著作、合著及期刊、圖片。洪春柳曾任金門高中國文教師26年，金門高職國文教師1年,無,2022/12/1,06:37
2023金門跨年晚會特色市集,無,2023金門跨年晚會特色市集開始了～市集報名時間：111年11月10日(四) 08:00起 至11月25日(五)24:00止活動地點：烈嶼鄉金烈大橋下空地。報名方式：線上或紙本擇一方式報名1. 線上報名連結：https://reurl.cc/OEpjjX2. 紙本報名請下載報名表 https://reurl.cc/nZELmn 填寫後郵寄至(以郵戳為憑)：方時娛樂股份有限公司「2023金門跨年晚會市集 執行小組收」地址：104台北市民生東路二段143號8樓洽詢電話：02-27358883徵選辦法公告及登記日期：11月10日(四)徵選辦法：1. 徵選主要對象：在地小農農產品、在地美食小吃、在地手工藝等。2. 以金門在地攤商為優先徵選對象；非金門在地攤商報名，則統一規劃為候補徵選。若優先徵選對象從缺,楊梓民,2022/11/17,08:48
打開名人書坊講座：黑幼龍「卡內基的金科玉律」,無,打開名人書坊講座：黑幼龍「卡內基的金科玉律」時間｜12月3日(星期六)下午2時地點｜金門大學圖資大樓楊肅斌演講廳報名方式｜11月16日（星期三）上午9:00起採網路報名｜https://reurl.cc/9pd53X 報名人數200名，候補20名為服務少數未使用3C產品的長者,仴仴,2022/12/3,10:37
111年臺灣閱讀節「小小愛書人」金門場,無,111年臺灣閱讀節「小小愛書人」金門場即將登場親子組歡迎現場報名唱唱兒歌 讀讀故事  說說世界  塗塗寫寫  玩玩繪本透過說、唱、讀、寫、玩活動的設計與縣內幼兒園老師們專業的帶領下，讓幼兒接觸文字符號及書本,無,2022/11/25,10:56
2021桃園購物節(2021年11月-年3月),無,￭因疫情影響，消費登錄發票時間將延長至111年3月31日(四)24:00止￭活動詳情請洽客服專線 0800-200-670（上午8時30分至下午5時30分）「桃園購物節」於2021年11月5日至年3月31日登場,無,2022/3/21,07:32
 Meet遇見桃園跨年晚會,桃園市320中壢區高鐵站前廣場,￭活動相關細節可電洽本局旅遊行銷科 (03-3322101#6202、#6203)「 Meet 遇見桃園」跨年晚會在高鐵桃園站前廣場舉行，邀請演出陣容不僅高人氣,Antonio,2022/1/1,10:39
111年桃園眷村文化節,桃園市320中壢區龍岡森林公園,￭活動相關細節可電洽本府文化局陳小姐 (03-3322592#8207)￭因應加強防疫措施，部分活動有所異動,Hannibal Hsu,2022/1/16,06:52
2021+桃園地景藝術節,桃園市330桃園區虎頭山公園,★部分作品延長展出至5月，歡迎民眾到現場自由參觀,D.H.,2022/3/23,05:09
 角板山梅花季,桃園市336復興區角板山行館園區,￭活動相關細節可電洽本局風景管理處 (03-3946061)桃園市政府風景區管理處訂於110年12月31日上午10時舉辦「角板山梅花季-盡收梅角 山·藝遊」活動開幕，另111年1月1日、2日也持續辦理活動,無,2022/1/2,05:32
桃園綠色生活悠遊節,桃園市338蘆竹區蘆竹誠聖宮旁,￭活動相關細節可電洽本府環保局 (03-3386021#2116) 天氣轉暖，大地春雷,JayHu,2022/3/5,10:41
桃園燈會,桃園市320中壢區老街溪河岸,因應防疫，活動採靜態展示方式舉行,無,2022/2/22,02:39
戀戀魯冰花,桃園市325龍潭區大北坑街1998巷8號,￭活動相關細節可電洽本府客家事務局 (03-4096682#6006)「戀戀魯冰花」邁入第五屆，賞花地點擴及大北坑社區、三和社區。活動期間周末假日,信浅野,2022/2/21,11:19
桃園咖啡莊園節,桃園市333龜山區良美農場,￭活動相關細節可電洽本府農業局 (03-3322101#5415)為推廣桃園在地咖啡莊園，規劃為期七日之主題活動,蘭雨情緣,2022/3/7,07:28
北橫櫻花勇士單車完騎認證,桃園市336復興區拉拉山遊客中心,￭活動相關細節可電洽本局風景管理處(03-3946061#122)北橫巴陵一帶山脈景色及櫻花綻放盛況，每年都令遊客印象深刻,無,2022/3/5,12:02
桃園國際風箏節,桃園市335大溪區中庄調整池景觀土丘,⚠️因雨勢影響，3/26改為加碼試飛,Leonardo,2022/3/31,07:42
桃園藝術巡演 (3-11月),桃園市337大園區菓林國小,★活動詳情請洽本府文化局表演藝術科(03-3322592#8313)★各演出場次將陸續公告為了厚植桃園市藝文欣賞人口，桃園藝術巡演徵集多個優質表演團隊,Flash,2022/9/1,02:05
桃園兒童藝術節(3-5月),桃園市324平鎮區新勢公園,￭活動相關細節可電洽本府文化局 (03-3322592#8301)桃園兒童藝術節以「擁抱世界的勇氣」為主題，並規劃四大系列活動,無,2022/4/5,04:20
桃園彩色海芋季,桃園市337大園區溪海休閒農業區,￭活動相關細節可電洽本府農業局 (03-3322101#5415、5416)今年「芋見愛神」除「療芋感」的推動之外，將突破以往,Jerrytao,2022/4/2,09:54
龍岡米干節,桃園市320中壢區龍岡大操場,經過了10年的米干節，團結了地方產業、創造了商圈的繁榮,無,2022/4/15,11:09
